pmid,litagion,harm,directionality
15334527,[94-26-8]_[butylparaben],any_congenital,2
15338015,[7439-92-1]_[lead],neuro,1
18378294,[1912-24-9]_[atrazine],reproductive,1
15345350,[117-81-7]_[diethylhexyl phthalate],any_congenital,2
15350641,[12427-38-2]_[maneb],neuro,1
14555199,[140-66-9]_[4-tert-octylphenol],reproductive,1
15352482,[1071-83-6]_[glyphosate],any_congenital,2
15355705,[unknowncas]_[rf],cognitive,1
15358843,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
16897041,[7440-43-9]_[cadmium],reproductive,1
6856014,[7440-48-4]_[cobalt],reproductive,1
12109732,[3380-34-5]_[Triclosan],reproductive,1
15253051,[50471-44-8]_[vinclozolin],reproductive,2
10787096,[7440-43-9]_[cadmium],reproductive,1
2881530,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
8292944,[7439-97-6]_[mercury],reproductive,1
15631738,[7440-43-9]_[cadmium],reproductive,1
3709450,[117-81-7]_[diethylhexyl phthalate],reproductive,2
20561692,[117-81-7]_[diethylhexyl phthalate],reproductive,1
19590677,[80-05-7]_[bisphenol A],reproductive,1
814457,[25013-16-5]_[butylated hydroxyanisole],reproductive,1
21534542,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,1
19482823,[UnknownCAS]_[Carbon nanotubes],lung,1
19484703,fullerenes,lung,1
19495962,[25013-16-5]_[butylated hydroxyanisole],any_congenital,1
19497427,[335-67-1]_[perfluorooctanoic acid],liver,1
19526538,[UnknownCAS]_[carbon nanotubes],lung,2
19535737,[1163-19-5]_[decabromobiphenyl ether],any_congenital,1
19539015,[80-05-7]_[bisphenol A],endocrine,1
8171442,[51-03-6]_[piperonyl butoxide],any_congenital,1
8199684,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
8200106,[75-09-2]_[methylene chloride],liver_cancer,1
614555,[8018-01-7]_[mancozeb],reproductive,1
22125767,[UnknownCAS]_[Carbon nanotubes],reproductive,2
12859026,[84-74-2]_[dibutyl phthalate],reproductive,1
19672408,[50471-44-8]_[vinclozolin],reproductive,1
22127542,[7440-43-9]_[Cadmium],reproductive,1
2209570,[79-06-1]_[Acrylamide],reproductive,1
21695510,[1163-19-5]_[decabromobiphenyl ether],any_congenital,1
21697648,[7440-43-9]_[Cadmium],bonejoint,1
21702059,[7439-97-6]_[Mercury],any_congenital,1
21705330,[UnknownCAS]_[carbon nanotubes],lung,1
21712504,[18540-29-9]_[chromium hexavalent ion],gastrointestinal_cancer,1
21713527,"[1478-61-1]_[Phenol, 4,4'-(2,2,2-trifluoro-1-(trifluoromethyl)ethylidene)bis-]",gastrointestinal,1
6217157,[7439-97-6]_[mercury],reproductive,1
21722086,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
21723365,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
21723911,[7440-43-9]_[Cadmium],bonejoint,1
16308612,[80-62-6]_[methylmethacrylate],lung,2
16314733,[unknowncas]_[aloe emodin],integument_cancer,1
16325980,[25637-99-4]_[hexabromocyclododecane],liver,1
16326402,[7439-97-6]_[mercury],neuro,1
16341275,[7439-92-1]_[lead],neuro,1
16343843,[7439-97-6]_[mercury],cognitive,1
10906286,[104-76-7]_[2-ethylhexanol],reproductive,2
16351195,[UnknownCAS]_[Carbon nanotubes],lung,1
16356532,[25154-52-3]_[nonylphenol],any_congenital,1
16364051,[688-73-3]_[tributyltin],any_congenital,2
16364051,[688-73-3]_[tributyltin],lymphatic,1
16373198,[1071-83-6]_[glyphosate],hematologic_cancer,1
16374876,[unknowncas]_[emf not rf],cognitive,2
16375823,[unknowncas]_[mold],neuro,1
16713176,[1912-24-9]_[atrazine],reproductive,1
20962919,[unknowncas]_[soda],endocrine,1
20970156,[80-05-7]_[bisphenol a],any_congenital,1
20979644,[1071-83-6]_[glyphosate],liver,1
21034486,[unknowncas]_[sugar],endocrine,1
21058170,[54-64-8]_[thimerosal],mental_disorder,1
21068145,[unknowncas]_[sugar],renal,1
21077678,[431-03-8]_[diacetyl],lung,1
21084647,[unknownCAS]_[dietary salt],heart_chf,1
21111445,[UnknownCAS]_[perfluorobutanesulfonic acid],heart_other,1
18174951,[84-74-2]_[dibutyl phthalate],any_congenital,1
18174960,[50471-44-8]_[vinclozolin],any_congenital,1
18197620,[1071-83-6]_[glyphosate],liver,2
18205796,[50471-44-8]_[vinclozolin],any_congenital,1
18214911,[95-50-1]_[2-dichlorobenzene],neuro,1
18226066,[80-05-7]_[bisphenol a],any_congenital,1
18236074,[unknowncas]_[sugar],endocrine,1
18245680,[7439-97-6]_[mercury],cognitive,2
18245680,[7439-97-6]_[mercury],neuro,2
3699329,[111-77-3]_[diethylene glycol monomethyl ether],reproductive,1
18255212,[79-94-7]_[tetrabromobisphenol a],any_congenital,1
8274823,[7439-97-6]_[mercury],reproductive,1
7932847,[1912-24-9]_[atrazine],reproductive,1
15907966,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
19391689,[2921-88-2]_[chlorpyrifos],reproductive,1
16029893,[28553-12-0]_[diisononyl phthalate],reproductive,2
6129069,[7440-43-9]_[cadmium],reproductive,1
1299152,[unknowncas]_[emf not rf],reproductive,2
21257641,[2921-88-2]_[chlorpyrifos],reproductive,1
21126777,[50471-44-8]_[vinclozolin],reproductive,1
20551087,[84-74-2]_[dibutyl phthalate],reproductive,1
8519345,[117-81-7]_[diethylhexyl phthalate],reproductive,1
16584866,[2921-88-2]_[chlorpyrifos],reproductive,1
20560449,[84-69-5]_[diisobutyl phthalate],reproductive,1
21533903,[7440-43-9]_[Cadmium],reproductive,1
20364577,[106-94-5]_[1-bromopropane],reproductive,1
21663902,[32534-81-9]_[pentabromodiphenyl ether],reproductive,1
6517715,[60-51-5]_[dimethoate],reproductive,2
15569510,[84-74-2]_[dibutyl phthalate],reproductive,1
21624331,[80-05-7]_[bisphenol A],reproductive,1
7473863,[688-73-3]_[tributyltin],reproductive,1
22155349,[18540-29-9]_[chromium hexavalent ion],gastrointestinal,1
22160443,[7439-97-6]_[Mercury],eye,1
3614818,[7440-43-9]_[cadmium],reproductive,1
22172632,[7440-48-4]_[Cobalt],lung,1
22177084,[71-43-2]_[Benzene],any_congenital,1
22178135,[117-81-7]_[Diethylhexyl Phthalate],any_congenital,1
22178737,[7439-96-5]_[Manganese],neuro,1
22178868,[UnknownCAS]_[Carbon nanotubes],lung,1
22191580,[7439-96-5]_[Manganese],neuro,1
15451035,[2921-88-2]_[chlorpyrifos],cognitive,1
15465130,[unknowncas]_[pyrethrins],any_congenital,1
15470723,[2921-88-2]_[chlorpyrifos],cognitive,1
15470723,[2921-88-2]_[chlorpyrifos],neuro,1
15472024,[7440-48-4]_[cobalt],heart_other,1
15475713,[unknowncas]_[phone],ent_cancer,1
15475717,[unknowncas]_[emf not rf],cognitive,1
15476737,[7440-43-9]_[cadmium],bonejoint,2
15496004,[54-64-8]_[thimerosal],mental_disorder,2
15496499,[79-01-6]_[trichloroethylene],lung,2
15497839,[80-05-7]_[bisphenol A],endocrine,1
11769639,[25154-52-3]_[nonylphenol],reproductive,1
18996565,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
19001546,[unknowncas]_[sugar],vascular,1
19013232,[335-67-1]_[perfluorooctanoic acid],any_congenital,1
19014769,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
19015201,[79-06-1]_[Acrylamide],breast,2
19539684,[1071-83-6]_[glyphosate],liver,1
19558243,[UnknownCAS]_[nano_Titanium dioxide],lung,1
19558245,[UnknownCAS]_[Carbon nanotubes],lung,1
19559101,[unknowncas]_[aloe],liver,1
19567602,[431-03-8]_[diacetyl],lung,1
19584127,[UnknownCAS]_[carbon nanotubes],lung,1
19585486,[unknowncas]_[aloe emodin],integument,2
19590682,[80-05-7]_[bisphenol A],breast,1
19590685,[80-05-7]_[bisphenol a],breast,1
19590687,[7439-92-1]_[lead],neuro,1
19590957,[unknowncas]_[nano_titanium dioxide],neuro,1
19591855,[688-73-3]_[tributyltin],any_congenital,1
19595750,[335-67-1]_[perfluorooctanoic acid],liver,2
19602432,[unknowncas]_[nano_silicon dioxide],lung,1
9020505,[18540-29-9]_[chromium hexavalent ion],reproductive,1
22000761,[1912-24-9]_[Atrazine],reproductive,1
20015537,[50471-44-8]_[vinclozolin],reproductive,1
10825678,[79-06-1]_[Acrylamide],reproductive,1
7710290,[84-74-2]_[dibutyl phthalate],reproductive,1
9057886,[79-06-1]_[Acrylamide],reproductive,1
19303894,[50471-44-8]_[vinclozolin],reproductive,2
9839357,[unknowncas]_[emf not rf],reproductive,2
15157577,[UnknownCAS]_[Pyrethrins],reproductive,1
16037377,[84-74-2]_[dibutyl phthalate],reproductive,1
17486485,[2921-88-2]_[chlorpyrifos],reproductive,1
3410552,[79-01-6]_[trichloroethylene],reproductive,2
11712665,[80-05-7]_[bisphenol A],reproductive,1
19165735,[84-74-2]_[dibutyl phthalate],reproductive,1
20056826,[50471-44-8]_[vinclozolin],reproductive,1
21121280,[UnknownCAS]_[nano_silver],neuro,1
21121359,[unknowncas]_[nano_titanium dioxide],integument,1
21121364,[UnknownCAS]_[nano_titanium dioxide],lung,1
21121374,nano_Zinc oxide,liver,1
21126053,"[84-65-1]_[9,10-anthraquinone]",gastrointestinal_cancer,1
21130899,[375-95-1]_[perfluoro-n-nonanoic acid],liver,1
16393923,[7439-97-6]_[mercury],cognitive,2
10491657,[50471-44-8]_[vinclozolin],reproductive,1
16403692,[unknownCAS]_[dietary salt],heart_ischemic,1
12148547,[80-05-7]_[bisphenol A],reproductive,1
16415327,[335-67-1]_[perfluorooctanoic acid],any_congenital,1
16418894,[1912-24-9]_[atrazine],any_congenital,1
16435088,[25154-52-3]_[nonylphenol],any_congenital,1
16451854,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
16455475,[7440-43-9]_[cadmium],lung_cancer,1
16458459,[84-69-5]_[diisobutyl phthalate],any_congenital,1
16459051,[18540-29-9]_[chromium hexavalent ion],hematologic,1
16476459,[unknowncas]_[mold],lung,1
16481024,[80-05-7]_[bisphenol a],any_congenital,1
1374528,[2921-88-2]_[chlorpyrifos],reproductive,1
21548208,[25154-52-3]_[nonylphenol],reproductive,1
7966444,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
15967278,[3380-34-5]_[Triclosan],reproductive,1
11805581,[unknowncas]_[emf not rf],reproductive,1
16415327,[335-67-1]_[perfluorooctanoic acid],reproductive,1
21247448,[7439-97-6]_[mercury],reproductive,2
19232673,[25154-52-3]_[nonylphenol],reproductive,1
9171992,[1912-24-9]_[atrazine],reproductive,1
18008003,[335-67-1]_[perfluorooctanoic acid],reproductive,2
21733307,[unknowncas]_[Sugar],endocrine,1
15248660,[UnknownCAS]_[Pyrethrins],reproductive,1
9452879,[25013-16-5]_[butylated hydroxyanisole],reproductive,2
21736810,[unknowncas]_[Sugar],endocrine,1
21737372,[117-81-7]_[Diethylhexyl Phthalate],any_congenital,1
21737372,[84-74-2]_[Dibutyl Phthalate],any_congenital,1
20077180,[8018-01-7]_[mancozeb],reproductive,1
21742055,[335-67-1]_[perfluorooctanoic acid],liver,2
21742576,[7439-96-5]_[Manganese],neuro,2
21745526,[UnknownCAS]_[Pyrethrins],any_congenital,1
21745564,[2921-88-2]_[Chlorpyrifos],any_congenital,1
21747015,[unknownCAS]_[dietary salt],heart_ischemic,1
21751291,[unknowncas]_[EMF NOT RF],cognitive,1
18256587,[unknowncas]_[phone],neuro_cancer,1
18280221,[140-66-9]_[4-tert-octylphenol],any_congenital,1
18289923,[79-01-6]_[trichloroethylene],liver_cancer,1
15082079,[75-26-3]_[2-bromopropane],reproductive,1
18295390,[79-94-7]_[tetrabromobisphenol a],neuro,1
18303832,[335-67-1]_[perfluorooctanoic acid],liver,1
18304643,[unknowncas]_[pyrethrins],any_congenital,1
18306314,[18540-29-9]_[chromium hexavalent ion],hematologic,1
18319242,[7439-91-0]_[Lanthanum],cognitive,1
18320304,[80-05-7]_[bisphenol a],any_congenital,2
22198002,[UnknownCAS]_[nano_titanium dioxide],lung,1
22205147,[7440-43-9]_[Cadmium],bonejoint,2
16673813,[UnknownCAS]_[Pyrethrins],reproductive,1
22219054,[unknowncas]_[EMF NOT RF],hematologic_cancer,1
16709432,[688-73-3]_[tributyltin],reproductive,1
22222554,[2921-88-2]_[Chlorpyrifos],any_congenital,1
22230562,[7439-97-6]_[Mercury],any_congenital,1
19616056,[335-67-1]_[perfluorooctanoic acid],liver,1
19631710,[25637-99-4]_[hexabromocyclododecane],liver,1
19632271,[2921-88-2]_[chlorpyrifos],cognitive,1
19643171,[7439-91-0]_[lanthanum],neuro,1
19660573,[80-05-7]_[bisphenol a],breast,1
19665454,[18540-29-9]_[chromium hexavalent ion],renal,1
18306093,[7439-92-1]_[lead],reproductive,1
19683029,[unknowncas]_[nano_silver],neuro,1
19699002,[unknowncas]_[nano_silver],liver,1
15509894,[12427-38-2]_[maneb],neuro,1
21721901,[80-05-7]_[bisphenol A],reproductive,2
15516722,[unknowncas]_[sugar],vascular,1
15518224,[7439-97-6]_[mercury],eye,1
15528397,[unknownCAS]_[dietary salt],heart_ischemic,1
15559291,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
15565449,[unknowncas]_[sugar],vascular,1
15576143,[7440-48-4]_[cobalt],bonejoint,1
15582198,[7439-97-6]_[mercury],any_congenital,2
15585373,[7439-92-1]_[lead],any_congenital,2
11289702,[UnknownCAS]_[Pyrethrins],reproductive,2
1456774,[UnknownCAS]_[Pyrethrins],reproductive,2
12700372,[7439-92-1]_[lead],reproductive,1
14594632,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
11201671,[688-73-3]_[tributyltin],reproductive,1
16146667,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,1
12701411,[8018-01-7]_[mancozeb],reproductive,2
8727522,[7440-43-9]_[cadmium],reproductive,1
8247408,[7439-92-1]_[lead],reproductive,1
6183301,[2921-88-2]_[chlorpyrifos],reproductive,1
2339440,[18540-29-9]_[chromium hexavalent ion],reproductive,1
8228759,[unknowncas]_[emf not rf],reproductive,2
17411354,[25154-52-3]_[nonylphenol],reproductive,1
4068057,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
16141435,[79-06-1]_[Acrylamide],reproductive,1
16494911,[unknowncas]_[pyrethrins],any_congenital,1
16496214,[1563-66-2]_[carbofuran],neuro,1
16496292,[60-51-5]_[dimethoate],any_congenital,2
16496405,[unknowncas]_[emf not rf],hematologic_cancer,1
16510359,[2921-88-2]_[chlorpyrifos],neuro,1
16512339,[50-00-0]_[formaldehyde],ent_cancer,2
16519315,[1912-24-9]_[atrazine],any_congenital,2
16524446,[131-57-7]_[oxybenzone],immune,1
16527436,[UnknownCAS]_[Carbon nanotubes],lung,1
16541280,[unknowncas]_[phone],neuro_cancer,1
16542800,[7439-91-0]_[Lanthanum],neuro,1
16545691,[unknowncas]_[carbon nanotubes],lung,2
16551646,[7439-96-5]_[manganese],neuro,1
16568611,[107-06-2]_[ethylene dichloride],neuro,1
15559825,[UnknownCAS]_[Pyrethrins],reproductive,1
2980401,[7440-48-4]_[cobalt],reproductive,1
8671712,[8018-01-7]_[mancozeb],reproductive,1
2902998,[122-34-9]_[simazine],reproductive,1
7520982,[79-06-1]_[Acrylamide],reproductive,1
19476970,[25154-52-3]_[nonylphenol],reproductive,1
9339487,[85-68-7]_[butylbenzyl phthalate],reproductive,2
22202229,[1071-83-6]_[glyphosate],reproductive,2
18536496,[2921-88-2]_[chlorpyrifos],reproductive,1
17881770,[84-74-2]_[dibutyl phthalate],reproductive,1
17692527,[1912-24-9]_[atrazine],reproductive,1
10097799,[25154-52-3]_[nonylphenol],reproductive,1
10825676,[8018-01-7]_[mancozeb],reproductive,1
2242048,[unknowncas]_[emf not rf],reproductive,2
22002783,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
7680759,[79-06-1]_[Acrylamide],reproductive,1
22450153,[335-67-1]_[perfluorooctanoic acid],reproductive,2
12604157,[118-74-1]_[hexachlorobenzene],reproductive,2
22245057,[unknowncas]_[nano_silicon dioxide],liver,1
22245109,[71-43-2]_[Benzene],hematologic_cancer,1
22245671,[71-43-2]_[Benzene],hematologic_cancer,1
22245848,[unknowncas]_[nano_silicon dioxide],liver,1
22249239,[unknowncas]_[Phone],neuro_cancer,2
22108425,[84-74-2]_[Dibutyl Phthalate],reproductive,2
22258036,[80-05-7]_[bisphenol A],breast,1
22265611,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,2
22265611,[335-67-1]_[perfluorooctanoic acid],any_congenital,2
22267650,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
22268003,"[13674-87-8]_[tris(1,3-dichloro-2-propyl)phosphate]",any_congenital,1
22268003,"[13674-87-8]_[tris(1,3-dichloro-2-propyl)phosphate]",endocrine,1
22274686,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
19710189,[7439-97-6]_[mercury],any_congenital,2
19710206,[18540-29-9]_[chromium hexavalent ion],hematologic,1
19712982,[335-67-1]_[perfluorooctanoic acid],liver,1
19730755,[822-36-6]_[4-methylimidazole],neuro,1
19747560,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
19756843,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
19758639,[unknownCAS]_[dietary salt],renal,2
19763618,[2921-88-2]_[chlorpyrifos],neuro,1
19765850,[unknowncas]_[soda],endocrine,1
19769995,[80-05-7]_[bisphenol A],endocrine,1
19781568,nano_Copper,neuro,1
15596771,[7439-96-5]_[manganese],neuro,2
15619645,[14807-96-6]_[talc],lung,1
15622719,[UnknownCAS]_[Pyrethrins],neuro,1
15626647,[1071-83-6]_[glyphosate],hematologic_cancer,2
15642633,[80-05-7]_[bisphenol A],breast,1
15643154,[71-43-2]_[benzene],any_congenital,1
22298924,[1912-24-9]_[Atrazine],reproductive,1
16184302,[2921-88-2]_[chlorpyrifos],reproductive,1
9268048,"[106-99-0]_[1,3-butadiene]",reproductive,1
11808920,[80-05-7]_[bisphenol A],reproductive,1
11460694,[688-73-3]_[tributyltin],reproductive,1
9436259,"[106-99-0]_[1,3-butadiene]",reproductive,1
14643292,[80-05-7]_[bisphenol A],reproductive,1
2391408,[84-74-2]_[dibutyl phthalate],reproductive,1
17011162,[UnknownCAS]_[Pyrethrins],reproductive,1
7683104,[7439-92-1]_[lead],reproductive,2
9463552,"[106-99-0]_[1,3-butadiene]",reproductive,1
11020651,[79-06-1]_[Acrylamide],reproductive,1
14966743,[50471-44-8]_[vinclozolin],reproductive,1
15036760,[335-67-1]_[perfluorooctanoic acid],reproductive,1
18787751,[118-74-1]_[hexachlorobenzene],reproductive,2
8075512,[85-68-7]_[butylbenzyl phthalate],reproductive,1
21712084,[335-67-1]_[perfluorooctanoic acid],reproductive,1
9322819,[75-26-3]_[2-bromopropane],reproductive,1
21813366,[80-05-7]_[bisphenol A],reproductive,1
11461841,[1563-66-2]_[carbofuran],reproductive,1
19797969,[335-67-1]_[perfluorooctanoic acid],liver,2
19800897,[18540-29-9]_[chromium hexavalent ion],any_congenital,1
19801823,[2921-88-2]_[chlorpyrifos],neuro,1
19808863,[1912-24-9]_[atrazine],any_congenital,2
19812977,[unknowncas]_[nano_silver],neuro,1
19819939,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
19825098,[7440-48-4]_[cobalt],bonejoint,1
19853932,[unknowncas]_[nano_silver],liver,1
19858743,[100-42-5]_[styrene],hematologic_cancer,2
21693180,[1912-24-9]_[Atrazine],reproductive,1
2350234,[84-74-2]_[dibutyl phthalate],reproductive,1
21893188,[7440-43-9]_[Cadmium],reproductive,1
9001586,[688-73-3]_[tributyltin],reproductive,1
18092862,[25154-52-3]_[nonylphenol],reproductive,1
16604149,[7440-43-9]_[cadmium],reproductive,1
17890766,[106-94-5]_[1-bromopropane],reproductive,1
18603992,[7439-92-1]_[lead],reproductive,1
12749770,[25154-52-3]_[nonylphenol],reproductive,1
10445751,[80-05-7]_[bisphenol a],reproductive,2
15219628,[140-66-9]_[4-tert-octylphenol],reproductive,1
3428206,[1563-66-2]_[carbofuran],reproductive,1
19781796,[1912-24-9]_[atrazine],reproductive,2
16988914,[unknowncas]_[emf not rf],reproductive,1
18327326,fullerenes,reproductive,1
15846054,[25154-52-3]_[nonylphenol],reproductive,1
8062636,[UnknownCAS]_[Pyrethrins],reproductive,1
3672555,[84-74-2]_[dibutyl phthalate],reproductive,2
11926613,[79-01-6]_[trichloroethylene],reproductive,1
18334264,[335-67-1]_[perfluorooctanoic acid],liver,2
18352975,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
18353610,[79-06-1]_[Acrylamide],neuro,1
19880199,[unknowncas]_[pyrethrins],any_congenital,1
19892000,[unknowncas]_[pyrethrins],any_congenital,1
19893520,[UnknownCAS]_[Carbon nanotubes],lung,1
19897029,[335-67-1]_[perfluorooctanoic acid],any_congenital,2
19909767,[1763-23-1]_[perfluorooctane sulfonic acid],endocrine,1
19910015,[1071-83-6]_[glyphosate],liver,1
19911350,[unknownCAS]_[dietary salt],heart_chf,1
19912166,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
19928185,[unknowncas]_[nano_silver],neuro,1
19933552,[80-05-7]_[bisphenol A],breast,1
16570259,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
16572708,[688-73-3]_[tributyltin],any_congenital,1
16579654,[unknowncas]_[rf not phone],hematologic_cancer,2
16581305,[18540-29-9]_[chromium hexavalent ion],renal,1
16581550,[7439-92-1]_[lead],neuro,1
16582031,[unknowncas]_[sugar],vascular,1
16603289,[25154-52-3]_[nonylphenol],any_congenital,1
16613837,[unknowncas]_[nano_titanium dioxide],integument,1
16613991,[688-73-3]_[tributyltin],endocrine,1
16619799,[7439-97-6]_[mercury],any_congenital,1
16620993,[7439-97-6]_[mercury],eye,1
16621063,[25154-52-3]_[nonylphenol],liver,1
16629154,[7439-97-6]_[mercury],any_congenital,1
11808920,[79-94-7]_[tetrabromobisphenol a],reproductive,2
16641540,[50471-44-8]_[vinclozolin],any_congenital,1
22275533,[unknownCAS]_[dietary salt],vascular,1
22281776,[80-05-7]_[bisphenol A],any_congenital,1
22283672,[unknownCAS]_[dietary salt],vascular,1
22285587,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,1
22289616,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
22298924,[1912-24-9]_[Atrazine],any_congenital,1
17488503,[7439-97-6]_[mercury],reproductive,2
22306490,[375-95-1]_[perfluoro-n-nonanoic acid],any_congenital,2
22307006,[1163-19-5]_[decabromobiphenyl ether],endocrine,1
22307313,[80-05-7]_[bisphenol A],breast,1
21849205,[80-05-7]_[bisphenol A],reproductive,1
8540218,[18540-29-9]_[chromium hexavalent ion],reproductive,1
22005274,[unknowncas]_[nano_silver],reproductive,1
17223010,[556-67-2]_[octamethylcyclotetrasiloxane],reproductive,1
16405951,[25154-52-3]_[nonylphenol],reproductive,1
20693989,[unknowncas]_[carbon nanotubes],reproductive,2
16014736,[unknowncas]_[nano_silver],reproductive,1
12019998,[99-76-3]_[methylparaben],reproductive,1
8692193,"[106-99-0]_[1,3-butadiene]",reproductive,1
11053550,[1912-24-9]_[atrazine],reproductive,1
19638432,[106-94-5]_[1-bromopropane],reproductive,1
8162896,[106-93-4]_[ethylene dibromide],reproductive,1
12759100,[80-05-7]_[bisphenol a],reproductive,1
15931875,[25154-52-3]_[nonylphenol],reproductive,1
16652267,[18540-29-9]_[chromium hexavalent ion],any_congenital,1
16671565,[7439-91-0]_[lanthanum],neuro,1
16672167,[18540-29-9]_[chromium hexavalent ion],hematologic,1
16677682,[25154-52-3]_[nonylphenol],any_congenital,1
16684676,[unknowncas]_[rf not phone],hematologic_cancer,1
16704049,[1563-66-2]_[carbofuran],neuro,1
16705796,[7440-48-4]_[cobalt],lung_cancer,1
16733480,[54-64-8]_[thimerosal],mental_disorder,1
12604158,[118-74-1]_[hexachlorobenzene],reproductive,2
16759982,[79-01-6]_[trichloroethylene],any_congenital,1
16760140,[7440-48-4]_[cobalt],lung_cancer,2
9114306,[117-81-7]_[Diethylhexyl Phthalate],reproductive,2
19942577,[unknowncas]_[emf not rf],neuro_cancer,2
19945738,[7439-97-6]_[mercury],neuro,1
19946038,[unknownCAS]_[dietary salt],heart_chf,1
19948212,[1163-19-5]_[decabromobiphenyl ether],neuro,1
19952794,[7439-97-6]_[mercury],cognitive,2
19952794,[7439-97-6]_[mercury],eye,1
20010212,[79-01-6]_[trichloroethylene],renal_cancer,1
20010922,[335-67-1]_[perfluorooctanoic acid],liver,1
20016010,[unknownCAS]_[dietary salt],heart_other,1
20019905,[80-05-7]_[bisphenol a],any_congenital,1
20032398,[unknowncas]_[aloe emodin],oral_cancer,1
20032963,[unknowncas]_[sugar],renal,1
20033485,[1163-19-5]_[decabromobiphenyl ether],liver,1
20049216,[80-05-7]_[bisphenol a],any_congenital,1
20055157,[unknowncas]_[aloe emodin],renal,1
12111007,[94-26-8]_[butylparaben],reproductive,1
8596474,"[106-99-0]_[1,3-butadiene]",reproductive,1
20329403,[2921-88-2]_[chlorpyrifos],reproductive,1
22351378,[71-43-2]_[Benzene],hematologic_cancer,1
22353195,[80-05-7]_[bisphenol A],any_congenital,1
22459607,[79-06-1]_[Acrylamide],reproductive,1
15901888,[1912-24-9]_[atrazine],reproductive,1
16688463,[7439-92-1]_[lead],reproductive,2
1455453,[7440-43-9]_[cadmium],reproductive,1
22377646,[unknowncas]_[Phone],ent_cancer,2
16942787,[3380-34-5]_[Triclosan],reproductive,2
22378327,[unknowncas]_[Sugar],vascular,1
22383325,[7440-48-4]_[Cobalt],any_congenital,2
22389676,[80-05-7]_[bisphenol A],any_congenital,1
22395444,nano_Zinc oxide,liver,1
22409470,[7439-97-6]_[Mercury],neuro,1
22420484,[14807-96-6]_[Talc],lung,1
22423227,nano_Copper,neuro,1
22446829,[115-96-8]_[tris(chloroethyl)phosphate],endocrine,2
22446829,"[13674-87-8]_[tris(1,3-dichloro-2-propyl)phosphate]",endocrine,1
22449827,[UnknownCAS]_[Carbon nanotubes],lung,1
22457347,[7439-96-5]_[Manganese],neuro,1
22457397,[unknowncas]_[Sugar],endocrine,1
16110997,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,1
16494246,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,1
22383325,[7440-48-4]_[Cobalt],reproductive,2
11847978,[80-09-1]_[bis(4-hydroxyphenyl)sulfone],reproductive,1
18835402,[94-26-8]_[butylparaben],reproductive,1
6636169,[335-67-1]_[perfluorooctanoic acid],reproductive,1
15653789,[7439-97-6]_[mercury],reproductive,2
8323573,[unknowncas]_[emf not rf],reproductive,1
20061240,[unknowncas]_[mold],lung,1
20061242,[unknowncas]_[mold],neuro,1
20061368,[12427-38-2]_[maneb],endocrine,1
20064106,[UnknownCAS]_[carbon nanotubes],lung,2
20064779,[71-43-2]_[benzene],hematologic_cancer,1
20077206,[80-05-7]_[bisphenol a],any_congenital,1
20077213,[1934-21-0]_[tartrazine],any_congenital,1
11333184,[131-57-7]_[oxybenzone],reproductive,1
20102853,[unknowncas]_[sugar],vascular,1
16766480,[54-64-8]_[thimerosal],mental_disorder,1
16767456,[7440-48-4]_[cobalt],eye,1
16771783,[54-64-8]_[thimerosal],mental_disorder,2
16775044,[unknowncas]_[emf not rf],neuro_cancer,1
16777710,[335-67-1]_[perfluorooctanoic acid],liver,1
16785179,[18540-29-9]_[chromium hexavalent ion],renal,1
12716053,[unknowncas]_[pyrethrins],reproductive,1
16791913,[7439-96-5]_[manganese],neuro,1
16797711,[74-83-9]_[methyl bromide],neuro,1
16801374,[50-00-0]_[formaldehyde],ent_cancer,1
